,game_id,round,p1,p2,winner,model_choice,model0,model1,model2,model3,model4,model5,timestamp,ip_address
37,1,30,2,1,1,4,1,1,0,1,1,0,2020-12-16 00:13:17.946838,127.0.0.1
38,1,31,2,0,2,5,1,0,0,1,1,0,2020-12-16 00:13:20.598807,127.0.0.1
39,1,32,1,0,1,5,1,0,0,1,1,0,2020-12-16 00:13:23.051417,127.0.0.1
40,1,33,2,2,0,5,0,1,0,1,2,2,2020-12-16 00:13:26.484407,127.0.0.1
41,1,34,0,1,2,5,1,0,0,1,0,1,2020-12-16 00:13:29.832177,127.0.0.1
42,1,35,1,1,0,5,2,2,0,1,1,1,2020-12-16 00:13:32.981332,127.0.0.1
43,1,36,1,1,0,5,0,0,0,1,1,1,2020-12-16 00:13:34.879371,127.0.0.1
44,1,37,2,0,2,5,0,0,0,1,1,0,2020-12-16 00:13:37.215361,127.0.0.1
45,1,38,0,0,0,5,1,1,0,1,2,0,2020-12-16 00:13:40.268659,127.0.0.1
46,1,39,0,1,2,5,2,2,0,1,0,1,2020-12-16 00:13:42.503851,127.0.0.1
47,2,0,2,2,0,0,2,0,0,0,0,0,2020-12-16 00:21:03.000000,10.30.205.3
48,2,1,1,1,0,0,1,0,0,0,0,0,2020-12-16 00:21:05.467180,10.30.205.3
49,2,2,1,0,1,0,0,1,0,2,0,0,2020-12-16 00:21:06.918652,10.30.205.3
50,2,3,2,0,2,3,0,2,2,0,0,0,2020-12-16 00:21:09.116882,10.30.205.3
51,2,4,1,2,2,3,1,1,0,2,0,0,2020-12-16 00:21:11.187291,10.30.205.3
52,2,5,2,0,2,3,0,2,2,0,0,2,2020-12-16 00:21:13.656551,10.30.205.3
53,2,6,0,2,1,3,1,1,0,2,2,1,2020-12-16 00:21:16.094658,10.30.205.3
54,2,7,0,2,1,0,2,2,0,1,2,2,2020-12-16 00:21:18.922001,10.30.205.3
55,2,8,1,1,0,3,2,2,0,1,2,1,2020-12-16 00:21:21.804219,10.30.205.3
56,2,9,2,1,1,3,0,0,2,1,0,1,2020-12-16 00:21:25.216350,10.30.205.3
57,2,10,1,1,0,0,1,1,0,1,0,2,2020-12-16 00:21:29.245348,10.30.205.3
58,2,11,0,0,0,0,0,0,2,1,2,1,2020-12-16 00:21:31.385018,10.30.205.3
59,2,12,0,2,1,0,2,0,2,1,2,1,2020-12-16 00:21:36.775188,10.30.205.3
60,2,13,0,1,2,3,2,0,2,1,0,0,2020-12-16 00:21:41.170511,10.30.205.3
61,2,14,1,0,1,3,1,1,2,0,1,1,2020-12-16 00:21:45.152085,10.30.205.3
62,2,15,1,0,1,3,0,2,2,0,1,1,2020-12-16 00:21:49.698801,10.30.205.3
63,2,16,1,2,2,1,0,2,2,0,1,2,2020-12-16 00:21:53.067418,10.30.205.3
64,2,17,0,2,1,1,2,2,2,0,2,2,2020-12-16 00:22:00.895884,10.30.205.3
